Device,TSL_Lux,TSL_IR,TSL_Vis,TSL_Full,BME_Temp,BME_Hum,BME_Pres,BME_Alt,VEML_UV,SGP_CO2,SGP_VOCs,SOIL1_Temp,SOIL1_Cap,SOIL2_Temp,SOIL2_Cap,PIR 1,PIR 2,Decimal Hours,Year,Month,Day,Hour,Minute,Second,TimeZone
string,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,string,string,float,int,int,int,int,int,int,int
Quolls,1618.389,326,609,935,27.67,32.83,1004.334,74.496,79,400,0,25.621,754,24.728,1015,,,329.334,2020,1,14,17,20,5,10
Quolls,1604.062,326,605,931,27.67,33.031,1004.346,74.396,78,400,0,25.931,874,24.522,1015,,,329.348,2020,1,14,17,20,55,10
Quolls,1577.167,325,597,922,27.629,32.972,1004.377,74.136,76,400,0,26.03,724,24.622,1016,,,329.39,2020,1,14,17,23,26,10
Quolls,1560.861,322,591,913,27.62,33.094,1004.298,74.794,75,400,0,25.726,712,24.728,1016,,,329.417,2020,1,14,17,25,2,10
Quolls,1517.709,318,577,895,27.559,33.022,1004.409,73.861,74,400,0,25.931,782,24.728,1016,,,329.483,2020,1,14,17,29,2,10
Quolls,1170.982,262,453,715,27.34,31.923,1004.376,74.14,56,400,0,22.578,784,25.034,1015,,,330.013,2020,1,14,18,0,50,10
Quolls,,,,,,,,,,,,,,,,329.5411_329.5511_329.5783_329.5964_329.6217_329.6595_329.6658_329.6686_329.6945_329.7100_329.7419_329.7531_329.7755_329.7950_329.8264_329.8328_329.8353_329.8853_329.8947_329.9514_329.9669_329.9842_329.9911_0.0000_,,,,,,,,,
Quolls,1440.14,307,550,857,27.53,32.752,1004.319,74.618,65535,400,0,25.621,808,24.522,1016,,,329.584,2020,1,14,17,35,5,10
Quolls,1380.386,296,528,824,27.44,32.579,1004.392,74.011,67,400,0,25.521,704,24.728,1014,,,329.667,2020,1,14,17,40,2,10
Quolls,65,851,26.03,24.522,400,513,0,1335.484,1016,291,804,-1,-1,-1,-1,,,329.751,2020,1,14,17,45,5,10
Quolls,1292.775,289,500,789,27.329,32.437,1004.331,74.515,62,400,0,25.826,715,24.828,1015,,,329.833,2020,1,14,17,50,2,10
Quolls,1236.359,276,478,754,27.319,32.301,1004.362,74.262,60,400,0,25.521,867,24.422,1015,,,329.918,2020,1,14,17,55,5,10
Quolls,867,204,340,544,27.34,32.828,1004.425,73.732,41,400,2,25.826,857,11.037,1015,,,330.513,2020,1,14,18,30,50,10
Quolls,,,,,,,,,,,,,,,,330.0297_330.1133_330.1225_330.1589_329.6217_,,,,,,,,,
Quolls,1118.895,255,435,690,27.28,31.663,1004.31,74.691,54,400,0,25.726,772,24.422,1015,,,330.085,2020,1,14,18,5,6,10
Quolls,50,707,25.931,24.116,400,410,0,1051.914,1016,242,652,-1,-1,-1,-1,,,330.168,2020,1,14,18,10,5,10
Quolls,1022.897,236,399,635,27.12,31.742,1004.314,74.661,49,400,0,25.621,815,24.422,1016,,,330.251,2020,1,14,18,15,5,10
Quolls,995.789,231,389,620,27.12,32.086,1004.346,74.39,47,400,0,25.726,824,24.622,1016,,,330.334,2020,1,14,18,20,5,10
Quolls,952.426,223,373,596,27.19,32.304,1004.337,74.469,45,400,0,25.931,700,24.522,1016,,,330.418,2020,1,14,18,25,5,10
Quolls,357.898,97,146,243,27.45,34.419,1004.25,75.195,18,400,11,26.639,856,25.234,1016,,,331.013,2020,1,14,19,0,50,10
Quolls,799.427,187,313,500,27.389,32.965,1004.356,74.308,37,400,0,26.03,689,24.928,1016,,,330.584,2020,1,14,18,35,5,10
Quolls,732.168,172,287,459,27.409,33.089,1004.28,74.95,34,400,0,26.235,729,24.928,1015,,,330.668,2020,1,14,18,40,5,10
Quolls,641.327,152,252,404,27.42,33.325,1004.315,74.656,31,400,0,26.335,807,24.728,1016,,,330.751,2020,1,14,18,45,5,10
Quolls,573.75,135,225,360,27.42,33.615,1004.328,74.542,27,400,0,28.365,772,25.134,1015,,,330.834,2020,1,14,18,50,5,10
Quolls,430.404,113,174,287,27.409,33.949,1004.316,74.642,21,400,0,26.54,835,22.698,1015,,,330.918,2020,1,14,18,55,5,10
Quolls,80.784,22,33,55,27.19,35.671,1004.17,75.868,4,400,24,26.639,652,25.234,1016,,,331.513,2020,1,14,19,30,50,10
Quolls,317.267,85,129,214,27.42,34.664,1004.264,75.078,16,400,0,26.54,777,25.74,1016,,,331.084,2020,1,14,19,5,5,10
Quolls,273.204,73,111,184,27.379,35.061,1004.25,75.194,14,400,0,26.434,694,25.134,1016,,,331.168,2020,1,14,19,10,5,10
Quolls,222.279,61,91,152,27.319,35.012,1004.185,75.742,12,400,0,26.235,753,25.434,1015,,,331.251,2020,1,14,19,15,5,10
Quolls,159.611,43,65,108,27.26,35.264,1004.106,76.406,8,400,0,26.54,809,25.234,1015,,,331.334,2020,1,14,19,20,5,10
Quolls,117.504,32,48,80,27.19,35.393,1004.124,76.256,6,400,0,26.639,845,25.034,1016,,,331.418,2020,1,14,19,25,5,10
Quolls,91.391,7,28,35,26.95,36.376,1004.095,76.498,2,400,33,26.335,806,25.234,1015,,,332.013,2020,1,14,20,0,50,10
Quolls,58.752,16,24,40,27.139,35.869,1004.152,76.019,3,400,0,26.434,660,25.034,954,,,331.584,2020,1,14,19,35,5,10
Quolls,36.349,8,14,22,27.079,35.908,1004.106,76.406,1,400,0,26.235,664,25.134,981,,,331.668,2020,1,14,19,40,5,10
Quolls,85.782,11,29,40,27,35.879,1004.111,76.36,3,400,0,26.434,801,25.134,1015,,,331.751,2020,1,14,19,45,5,10
Quolls,96.631,8,30,38,26.95,36.042,1004.103,76.432,3,400,0,26.434,741,25.034,1015,,,331.834,2020,1,14,19,50,5,10
Quolls,95.313,7,29,36,26.909,36.24,1004.058,76.811,2,400,0,26.335,666,25.134,1014,,,331.918,2020,1,14,19,55,5,10
Quolls,92.947,5,27,32,26.969,37.058,1004.09,76.538,2,400,41,26.335,881,25.534,1016,,,332.513,2020,1,14,20,30,50,10
Quolls,92.947,5,27,32,26.93,36.609,1004.061,76.781,2,400,0,26.335,822,25.034,1015,,,332.084,2020,1,14,20,5,5,10
Quolls,92.947,5,27,32,26.94,36.777,1004.114,76.34,2,400,0,27.962,733,25.134,1015,,,332.168,2020,1,14,20,10,5,10
Quolls,92.947,5,27,32,26.94,36.944,1004.087,76.567,2,400,0,26.235,673,25.034,1016,,,332.251,2020,1,14,20,15,5,10
Quolls,92.947,5,27,32,26.92,36.976,1004.122,76.268,2,400,0,26.335,687,24.522,1015,,,332.334,2020,1,14,20,20,5,10
Quolls,92.947,5,27,32,26.92,37.054,1004.177,75.812,2,400,0,26.235,815,24.522,1015,,,332.418,2020,1,14,20,25,5,10
Quolls,92.947,5,27,32,26.989,37.449,1004.087,76.563,2,400,43,26.335,676,20.874,1015,,,333.013,2020,1,14,21,0,50,10
Quolls,,,,,,,,,,,,,,,,332.6303_332.8633_330.1225_,,,,,,,,,
Quolls,92.947,5,27,32,26.959,37.168,1004.105,76.409,2,400,0,26.136,759,25.034,1015,,,332.584,2020,1,14,20,35,5,10
Quolls,92.947,5,27,32,26.95,37.201,1004.122,76.271,2,400,0,26.335,644,25.134,1015,,,332.668,2020,1,14,20,40,6,10
Quolls,88.97,5,26,31,26.94,37.333,1004.11,76.373,2,400,0,26.03,791,25.034,1015,,,332.751,2020,1,14,20,45,5,10
Quolls,88.97,5,26,31,26.93,37.321,1004.121,76.281,2,400,0,25.826,842,25.034,1016,,,332.834,2020,1,14,20,50,5,10
Quolls,88.97,5,26,31,26.93,37.533,1004.139,76.132,2,400,0,26.235,802,25.134,1016,,,332.918,2020,1,14,20,55,5,10
Quolls,92.947,5,27,32,26.95,37.802,1004.085,76.579,2,400,43,26.235,660,25.534,953,,,333.513,2020,1,14,21,30,50,10
Quolls,92.947,5,27,32,26.969,37.359,1004.121,76.277,2,400,0,26.235,671,25.134,1015,,,333.084,2020,1,14,21,5,5,10
Quolls,92.947,5,27,32,26.959,37.491,1004.124,76.251,2,400,0,26.335,676,24.928,1016,,,333.168,2020,1,14,21,10,5,10
Quolls,88.97,5,26,31,26.94,37.534,1004.123,76.259,2,400,0,25.826,688,24.828,1016,,,333.251,2020,1,14,21,15,5,10
Quolls,92.947,5,27,32,26.92,37.555,1004.095,76.495,2,400,0,26.54,668,24.828,1015,,,333.334,2020,1,14,21,20,5,10
Quolls,92.947,5,27,32,26.899,37.731,1004.077,76.649,2,400,0,26.03,666,25.134,1016,,,333.418,2020,1,14,21,25,5,10
Quolls,92.947,5,27,32,26.86,37.727,1003.786,79.091,2,400,40,27.049,706,25.434,1015,,,334.013,2020,1,14,22,0,49,10
Quolls,,,,,,,,,,,,,,,,333.5622_332.8633_,,,,,,,,,
Quolls,88.97,5,26,31,26.94,37.824,1004.091,76.534,2,400,0,25.931,796,25.334,1015,,,333.584,2020,1,14,21,35,5,10
Quolls,88.97,5,26,31,26.93,37.89,1003.966,77.577,2,400,0,25.931,752,25.134,1015,,,333.668,2020,1,14,21,40,5,10
Quolls,92.947,5,27,32,26.92,38.023,1003.937,77.827,2,400,0,26.136,652,24.928,954,,,333.751,2020,1,14,21,45,5,10
Quolls,92.947,5,27,32,26.899,37.808,1003.896,78.165,2,400,0,26.03,666,24.928,1016,,,333.834,2020,1,14,21,50,5,10
Quolls,92.947,5,27,32,26.85,37.816,1003.811,78.883,2,400,0,20.858,821,25.134,1016,,,333.918,2020,1,14,21,55,5,10
Quolls,0,0,0,0,26.559,38.225,1003.509,81.412,0,400,25,26.235,770,25.334,1015,,,334.513,2020,1,14,22,30,50,10
Quolls,92.947,5,27,32,26.829,37.881,1003.747,79.415,2,400,0,25.931,771,25.034,1016,,,334.084,2020,1,14,22,5,5,10
Quolls,2147483.75,1,-1,0,26.78,37.988,1003.676,80.008,0,400,0,26.136,641,24.828,1014,,,334.168,2020,1,14,22,10,5,10
Quolls,0,0,0,0,26.7,38.093,1003.587,80.759,0,400,0,21.566,652,25.234,1015,,,334.251,2020,1,14,22,15,5,10
Quolls,2147483.75,1,-1,0,26.62,38.186,1003.547,81.09,0,400,0,25.826,812,25.134,1016,,,334.334,2020,1,14,22,20,5,10
Quolls,0,0,0,0,26.569,38.205,1003.504,81.456,0,400,0,25.931,761,25.034,1015,,,334.418,2020,1,14,22,25,5,10
Quolls,0,0,0,0,26.309,38.827,1003.373,82.552,0,400,12,26.434,738,25.534,1015,,,335.013,2020,1,14,23,0,50,10
Quolls,0,0,0,0,26.459,38.451,1003.42,82.156,0,400,0,25.422,651,25.034,1015,,,334.668,2020,1,14,22,40,5,10
Quolls,0,0,0,0,26.399,38.512,1003.419,82.17,0,400,0,26.03,686,14.485,1015,,,334.751,2020,1,14,22,45,5,10
Quolls,0,0,0,0,26.35,38.585,1003.412,82.227,0,400,0,25.826,645,24.622,1016,,,334.834,2020,1,14,22,50,5,10
Quolls,0,0,0,0,26.52,38.29,1003.441,81.982,0,400,0,26.136,832,24.828,1015,,,334.584,2020,1,14,22,35,5,10
Quolls,0,0,0,0,26.299,38.792,1003.421,82.152,0,400,0,26.235,632,24.522,1016,,,334.918,2020,1,14,22,55,5,10
Quolls,0,0,0,0,26.12,39.522,1003.347,82.773,0,400,12,24.609,718,25.234,1015,,,335.513,2020,1,14,23,30,50,10
Quolls,0,0,0,0,26.28,39.024,1003.334,82.879,0,400,0,25.931,640,24.622,1016,,,335.084,2020,1,14,23,5,5,10
Quolls,0,0,0,0,26.239,39.02,1003.433,82.053,0,400,0,26.235,651,24.622,1016,,,335.168,2020,1,14,23,10,5,10
Quolls,0,0,0,0,26.18,39.171,1003.457,81.852,0,400,0,25.726,684,10.331,1016,,,335.251,2020,1,14,23,15,5,10
Quolls,0,0,0,0,26.129,39.212,1003.407,82.265,0,400,0,26.136,792,24.828,1015,,,335.334,2020,1,14,23,20,5,10
Quolls,0,0,0,0,26.1,39.463,1003.409,82.249,0,400,0,26.03,800,24.622,1015,,,335.418,2020,1,14,23,25,5,10
Quolls,0,0,0,0,25.899,40.656,1003.132,84.576,0,400,66,26.136,629,25.034,1016,,,336.097,2020,1,15,0,5,51,10
Quolls,0,1,0,1,26.09,39.751,1003.294,83.214,0,400,0,25.931,681,24.928,1016,,,335.584,2020,1,14,23,35,5,10
Quolls,0,0,0,0,26.049,39.859,1003.347,82.776,0,400,0,25.931,637,25.034,1016,,,335.668,2020,1,14,23,40,5,10
Quolls,0,0,0,0,26,40.099,1003.226,83.79,0,400,0,26.136,652,24.322,1015,,,335.751,2020,1,14,23,45,5,10
Quolls,0,0,0,0,25.959,40.206,1003.211,83.913,0,400,0,26.136,636,24.828,1003,,,335.834,2020,1,14,23,50,5,10
Quolls,0,0,0,0,25.92,40.414,1003.161,84.338,0,400,0,25.422,782,24.622,1015,,,335.918,2020,1,14,23,55,5,10
Quolls,0,0,0,0,25.729,40.551,1002.836,87.061,0,400,6,26.235,641,25.034,1015,,,336.597,2020,1,15,0,35,50,10
Quolls,0,0,0,0,25.87,40.831,1003.133,84.797,0,400,0,25.931,837,24.522,1016,,,336.168,2020,1,15,0,10,5,10
Quolls,0,0,0,0,25.829,40.805,1003.132,84.576,0,400,0,25.826,811,24.728,1015,,,336.251,2020,1,15,0,15,5,10
Quolls,2147483.75,1,-1,0,25.78,41.012,1003.083,84.989,0,400,0,25.826,813,24.828,1015,,,336.334,2020,1,15,0,20,5,10
Quolls,2147483.75,1,-1,0,25.739,41.174,1003.005,85.644,0,400,0,25.931,770,22.698,1015,,,336.418,2020,1,15,0,25,5,10
Quolls,0,0,0,0,25.7,40.782,1002.949,85.774,0,400,0,25.826,730,24.422,1015,,,336.501,2020,1,15,0,30,5,10
Quolls,2147483.75,1,-1,0,25.579,40.207,1002.584,89.18,0,400,0,26.03,566,10.331,1015,,,337.097,2020,1,15,1,5,51,10
Quolls,0,0,0,0,25.7,40.527,1002.84,87.593,0,400,0,25.726,748,24.622,1015,,,336.668,2020,1,15,0,40,5,10
Quolls,0,0,0,0,25.67,40.601,1002.798,87.497,0,400,0,25.621,720,24.422,1015,,,336.751,2020,1,15,0,45,5,10
Quolls,2147483.75,1,-1,0,25.62,40.419,1002.735,87.796,0,400,0,25.931,815,24.422,1015,,,336.834,2020,1,15,0,50,5,10
Quolls,0,0,0,0,25.579,40.395,1002.683,88.008,0,400,0,25.521,633,24.222,1016,,,336.918,2020,1,15,0,55,5,10
Quolls,0,0,0,0,25.559,40.292,1002.666,88.834,0,400,0,25.422,633,24.422,1015,,,337.001,2020,1,15,1,0,5,10
Quolls,2147483.75,1,-1,0,25.44,40.327,1002.502,89.863,0,400,0,25.931,711,5.466,1016,,,337.597,2020,1,15,1,35,50,10
Quolls,0,0,0,0,25.549,40.237,1002.594,89.094,0,400,0,25.521,622,24.522,922,,,337.168,2020,1,15,1,10,5,10
Quolls,0,0,0,0,25.52,40.3,1002.501,90.214,0,400,0,25.726,614,24.422,981,,,337.251,2020,1,15,1,15,5,10
Quolls,0,0,0,0,25.479,40.286,1002.46,90.334,0,400,0,25.931,625,24.222,1016,,,337.334,2020,1,15,1,20,5,10
Quolls,0,0,0,0,25.45,40.328,1002.443,90.331,0,400,0,25.826,615,24.522,1016,,,337.418,2020,1,15,1,25,5,10
Quolls,0,0,0,0,25.409,40.435,1002.481,90.008,0,400,0,25.726,752,24.828,1015,,,337.501,2020,1,15,1,30,5,10
Quolls,2147483.75,1,-1,0,25.309,40.614,1002.145,92.869,0,400,0,26.03,648,18.032,1015,,,338.097,2020,1,15,2,5,50,10
Quolls,0,0,0,0,25.42,40.39,1002.418,90.349,0,400,0,25.521,646,24.222,1015,,,337.668,2020,1,15,1,40,5,10
Quolls,2147483.75,1,-1,0,25.379,40.443,1002.342,91.175,0,400,0,25.726,624,24.422,1015,,,337.751,2020,1,15,1,45,5,10
Quolls,2147483.75,1,-1,0,25.329,40.516,1002.397,90.745,0,400,0,25.621,626,24.522,1013,,,337.834,2020,1,15,1,50,5,10
Quolls,2147483.75,1,-1,0,25.299,40.613,1002.295,91.64,0,400,0,25.521,583,24.422,1015,,,337.918,2020,1,15,1,55,5,10
Quolls,0,0,0,0,25.27,40.644,1002.237,92.093,0,400,0,25.323,726,24.322,1016,,,338.001,2020,1,15,2,0,5,10
Quolls,0,0,0,0,25.229,40.873,1001.813,95.656,0,400,0,25.726,798,24.828,991,,,338.602,2020,1,15,2,36,10,10
Quolls,0,0,0,0,25.28,40.623,1002.083,93.319,0,400,0,25.521,703,24.422,1015,,,338.168,2020,1,15,2,10,5,10
Quolls,0,0,0,0,25.25,40.698,1002.048,93.682,0,400,0,25.521,739,23.916,1015,,,338.251,2020,1,15,2,15,5,10
Quolls,0,0,0,0,25.219,40.75,1001.95,94.506,0,400,0,25.422,821,24.116,1015,,,338.334,2020,1,15,2,20,5,10
Quolls,0,0,0,0,25.19,40.802,1001.862,95.241,0,400,0,25.422,765,24.222,1015,,,338.418,2020,1,15,2,25,5,10
Quolls,2147483.75,1,-1,0,25.159,40.855,1001.826,95.543,0,400,0,25.621,626,24.422,1015,,,338.501,2020,1,15,2,30,5,10
Quolls,0,0,0,0,25.09,41.038,1001.455,98.66,0,400,0,25.726,804,24.522,1015,,,339.097,2020,1,15,3,5,51,10
Quolls,0,0,0,0,25.209,40.826,1001.748,96.2,0,400,0,25.012,673,24.422,1015,,,338.668,2020,1,15,2,40,5,10
Quolls,2147483.75,1,-1,0,25.17,40.867,1001.657,96.932,0,400,0,25.521,765,25.034,1015,,,338.751,2020,1,15,2,45,5,10
Quolls,2147483.75,1,-1,0,25.129,40.974,1001.651,97.018,0,400,0,25.217,644,24.116,1016,,,338.834,2020,1,15,2,50,5,10
Quolls,2147483.75,1,-1,0,25.09,41.049,1001.622,97.263,0,400,0,25.323,819,24.016,1015,,,338.918,2020,1,15,2,55,5,10
Quolls,2147483.75,1,-1,0,25.069,41.046,1001.585,97.568,0,400,0,24.913,631,24.322,1015,,,339.001,2020,1,15,3,0,5,10
Quolls,0,0,0,0,25,41.183,1001.46,98.284,0,400,0,20.957,730,21.886,1015,,,339.597,2020,1,15,3,35,51,10
Quolls,2147483.75,1,-1,0,25.069,41.125,1001.527,98.057,0,400,0,25.012,771,24.016,1016,,,339.168,2020,1,15,3,10,5,10
Quolls,2147483.75,1,-1,0,25.01,41.207,1001.404,99.094,0,400,0,25.012,744,24.116,1016,,,339.334,2020,1,15,3,20,5,10
Quolls,0,0,0,0,25.04,41.154,1001.421,98.948,0,400,0,25.217,643,24.222,1016,,,339.251,2020,1,15,3,15,5,10
Quolls,0,0,0,0,24.979,41.227,1001.468,98.554,0,400,0,24.813,637,23.71,1015,,,339.418,2020,1,15,3,25,5,10
Quolls,0,0,0,0,24.959,41.302,1001.449,98.711,0,400,0,25.012,798,24.116,1015,,,339.501,2020,1,15,3,30,5,10
Quolls,2147483.75,1,-1,0,25.069,41.125,1001.527,98.057,0,400,0,25.012,771,24.016,1016,,,339.168,2020,1,15,3,10,5,10
Quolls,0,0,0,0,25.04,41.154,1001.421,98.948,0,400,0,25.217,643,24.222,1016,,,339.251,2020,1,15,3,15,5,10
Quolls,2147483.75,1,-1,0,25.01,41.207,1001.404,99.094,0,400,0,25.012,744,24.116,1016,,,339.334,2020,1,15,3,20,5,10
Quolls,0,0,0,0,24.979,41.227,1001.468,98.554,0,400,0,24.813,637,23.71,1015,,,339.418,2020,1,15,3,25,5,10
Quolls,0,0,0,0,24.959,41.302,1001.449,98.711,0,400,0,25.012,798,24.116,1015,,,339.501,2020,1,15,3,30,5,10
Quolls,0,0,0,0,24.909,41.387,1001.661,96.933,0,400,0,25.323,742,24.422,1016,,,340.097,2020,1,15,4,5,50,10
Quolls,0,0,0,0,24.979,41.26,1001.54,97.952,0,400,0,25.118,644,24.222,998,,,339.668,2020,1,15,3,40,5,10
Quolls,2147483.75,1,-1,0,24.95,41.368,1001.591,97.517,0,400,0,25.012,645,23.71,1015,,,339.751,2020,1,15,3,45,5,10
Quolls,0,0,0,0,24.93,41.398,1001.559,97.787,0,400,0,24.913,816,23.81,1016,,,339.834,2020,1,15,3,50,5,10
Quolls,0,0,0,0,24.899,41.441,1001.606,97.396,0,400,0,24.913,905,24.322,1016,,,339.918,2020,1,15,3,55,5,10
Quolls,2147483.75,1,-1,0,24.879,41.538,1001.628,97.21,0,400,0,25.118,624,24.016,1016,,,340.001,2020,1,15,4,0,5,10
Quolls,2147483.75,1,-1,0,24.829,41.589,1001.55,97.866,0,400,0,25.521,658,15.803,988,,,340.597,2020,1,15,4,35,51,10
Quolls,2147483.75,1,-1,0,24.899,41.461,1001.561,97.77,0,400,0,25.217,812,24.016,1015,,,340.168,2020,1,15,4,10,5,10
Quolls,0,0,0,0,24.87,41.515,1001.637,97.13,0,400,0,25.118,720,24.016,1015,,,340.251,2020,1,15,4,15,5,10
Quolls,0,0,0,0,24.84,41.589,1001.594,97.492,0,400,0,24.509,637,24.016,1015,,,340.334,2020,1,15,4,20,5,10
Quolls,0,0,0,0,24.79,41.673,1001.58,97.609,0,400,0,25.012,637,24.222,1016,,,340.501,2020,1,15,4,30,5,10
Quolls,0,0,0,0,24.819,41.621,1001.63,97.193,0,400,0,24.913,736,23.81,1015,,,340.418,2020,1,15,4,25,5,10
Quolls,9.18,1,3,4,24.76,41.716,1001.586,97.56,0,400,0,22.578,635,24.116,1015,,,341.097,2020,1,15,5,5,50,10
Quolls,0,0,0,0,24.809,41.653,1001.564,97.747,0,400,0,24.813,743,23.81,1015,,,340.668,2020,1,15,4,40,5,10
Quolls,0,0,0,0,24.78,41.685,1001.514,98.166,0,400,0,25.012,647,23.916,991,,,340.751,2020,1,15,4,45,5,10
Quolls,2.039,1,1,2,24.719,41.822,1001.603,97.419,0,400,0,24.714,643,24.116,943,,,341.001,2020,1,15,5,0,5,10
Quolls,0,0,0,0,24.76,41.759,1001.636,97.139,0,400,0,24.813,643,23.916,1014,,,340.834,2020,1,15,4,50,5,10
Quolls,4.079,0,1,1,24.739,41.802,1001.631,97.184,0,400,0,24.714,779,23.41,1015,,,340.918,2020,1,15,4,55,5,10
Quolls,67.27,15,26,41,24.729,42.112,1001.488,98.386,4,400,0,24.813,784,24.116,1015,,,341.597,2020,1,15,5,35,50,10
Quolls,7.344,2,3,5,24.75,41.791,1001.593,97.502,0,400,0,24.813,635,23.41,1015,,,341.168,2020,1,15,5,10,5,10
Quolls,12.75,3,5,8,24.719,41.933,1001.558,97.794,1,400,0,24.609,787,23.81,1015,,,341.251,2020,1,15,5,15,5,10
Quolls,25.5,6,10,16,24.7,42.251,1001.463,98.598,1,400,0,24.609,653,24.016,1016,,,341.334,2020,1,15,5,20,5,10
Quolls,41.779,9,16,25,24.68,42.504,1001.439,98.8,2,400,0,24.813,822,23.81,1015,,,341.418,2020,1,15,5,25,5,10
Quolls,51,12,20,32,24.68,42.493,1001.512,98.185,3,400,0,25.012,752,23.916,1015,,,341.501,2020,1,15,5,30,5,10
Quolls,175.788,46,71,117,24.78,41.497,1002.19,92.487,10,400,0,24.609,840,24.222,1016,,,342.097,2020,1,15,6,5,50,10
Quolls,80.017,18,31,49,24.729,41.989,1001.575,97.658,4,400,0,24.913,699,23.81,1015,,,341.668,2020,1,15,5,40,5,10
Quolls,94.669,22,37,59,24.709,41.91,1001.664,96.907,5,400,0,24.609,642,23.61,1014,,,341.751,2020,1,15,5,45,5,10
Quolls,116.366,26,45,71,24.7,41.954,1001.756,96.133,6,400,0,24.509,698,23.61,1015,,,341.834,2020,1,15,5,50,5,10
Quolls,149.499,36,59,95,24.7,42.008,1001.953,94.476,9,400,0,24.714,657,23.81,1016,,,342.001,2020,1,15,6,0,5,10
Quolls,129.415,31,51,82,24.7,42.053,1001.801,95.759,7,400,0,24.609,771,23.916,1016,,,341.918,2020,1,15,5,55,5,10
Quolls,485.933,122,194,316,25.02,39.713,1002.185,92.528,24,400,0,24.813,643,6.99,1015,,,342.597,2020,1,15,6,35,50,10
Quolls,186.184,46,74,120,24.79,41.308,1002.148,92.839,10,400,0,24.304,844,23.61,1016,,,342.168,2020,1,15,6,10,5,10
Quolls,244.902,62,98,160,24.799,40.967,1002.137,92.933,13,400,0,24.304,635,23.61,994,,,342.251,2020,1,15,6,15,5,10
Quolls,251.851,62,100,162,24.819,40.758,1002.138,92.921,14,400,0,24.304,827,23.71,1016,,,342.334,2020,1,15,6,20,5,10
Quolls,327.603,85,132,217,24.84,40.495,1002.215,92.278,16,400,0,24.714,642,23.61,1016,,,342.418,2020,1,15,6,25,5,10
Quolls,412.272,109,167,276,24.889,40.166,1002.102,93.227,20,400,0,24.813,639,23.71,1016,,,342.501,2020,1,15,6,30,5,10
Quolls,662.112,150,257,407,25.319,39.794,1002.103,93.222,33,400,0,25.012,704,9.014,1015,,,343.097,2020,1,15,7,5,50,10
Quolls,471.253,118,188,306,25.079,39.54,1002.198,92.419,23,400,0,24.913,753,23.81,1015,,,342.668,2020,1,15,6,40,5,10
Quolls,437.008,102,171,273,25.11,39.464,1002.192,92.505,65535,400,0,24.509,671,24.016,1015,,,342.751,2020,1,15,6,45,5,10
Quolls,399.618,86,153,239,25.129,39.368,1002.184,92.54,21,400,0,25.422,638,23.61,989,,,342.834,2020,1,15,6,50,5,10
Quolls,437.314,89,165,254,25.139,39.423,1002.167,92.678,23,400,0,24.714,649,23.71,1014,,,342.918,2020,1,15,6,55,5,10
Quolls,543.129,117,208,325,25.17,39.604,1002.157,93.171,65535,400,0,24.913,821,23.81,1015,,,343.001,2020,1,15,7,0,5,10
Quolls,970.639,195,365,560,25.819,39.872,1002.002,94.069,48,400,0,25.621,785,24.522,1015,,,343.597,2020,1,15,7,35,50,10
Quolls,718.014,159,277,436,25.389,39.844,1002.052,93.448,35,400,0,25.118,643,24.016,1015,,,343.168,2020,1,15,7,10,5,10
Quolls,783.394,173,302,475,25.45,39.839,1002.045,93.673,39,400,0,24.714,824,23.71,1016,,,343.251,2020,1,15,7,15,5,10
Quolls,806.343,172,308,480,25.52,39.768,1001.956,94.911,40,400,0,25.118,637,24.016,1015,,,343.334,2020,1,15,7,20,5,10
Quolls,866.105,183,330,513,25.59,39.774,1001.969,94.681,43,400,0,25.217,828,23.916,1016,,,343.418,2020,1,15,7,25,5,10
Quolls,892.941,184,338,522,25.649,39.946,1001.952,94.714,45,400,0,25.217,644,24.222,1016,,,343.501,2020,1,15,7,30,5,10
Quolls,1164.259,222,432,654,26.34,35.905,1002.184,92.536,59,400,0,26.03,832,24.622,1003,,,344.105,2020,1,15,8,6,19,10
Quolls,1008.592,200,378,578,25.879,39.666,1002.003,94.056,51,400,0,25.217,670,24.116,1016,,,343.668,2020,1,15,7,40,5,10
Quolls,1055.604,206,394,600,25.95,39.073,1002.071,93.485,53,400,0,24.509,854,23.916,1016,,,343.751,2020,1,15,7,45,5,10
Quolls,1108.155,215,413,628,26.02,38.301,1002.112,93.141,56,400,0,25.621,743,24.016,1015,,,343.834,2020,1,15,7,50,5,10
Quolls,1153.504,224,430,654,26.09,37.786,1002.097,93.267,58,400,0,25.422,655,5.672,1015,,,343.918,2020,1,15,7,55,5,10
Quolls,1039.103,197,385,582,26.159,37.013,1002.12,93.074,53,400,0,25.323,677,24.422,1016,,,344.001,2020,1,15,8,0,5,10
Quolls,1349.322,236,490,726,26.26,33.952,1002.236,92.101,67,400,0,25.726,805,24.322,1015,,,344.513,2020,1,15,8,30,50,10
Quolls,,,,,,,,,,,,,,,,344.3389_344.4358_344.4728_330.1589_,,,,,,,,,
Quolls,1198.68,227,444,671,26.409,35.61,1002.12,93.072,61,400,0,25.826,677,24.222,1014,,,344.168,2020,1,15,8,10,5,10
Quolls,1209.504,225,446,671,26.469,35.214,1002.145,92.864,62,400,0,25.521,683,24.522,1015,,,344.251,2020,1,15,8,15,5,10
